Артикул (Part No.),Наименование (RU),Description (EN),Description (ZH),"Цена, CNY без НДС",Группа,Взаимозаменяемый артикул,Источник,Разделы
20036981,Трубка,TUBE ASSY,钢管总成,911.66,,,TR100A,250-0020
20036982,Трубка,TUBE ASSY,钢管总成,911.66,,,TR100A,250-0020
20036985,,SLIDEWAY ASSY,导轨总成,,,,TR100A,250-0020
20036988,CLIP - TUBE,CLAMP,管夹,25.18,Рулевое управление,,TR100A,220-0010 250-0020
20036989,pipe clamp,CLAMP,管夹,25.18,Рулевое управление,,TR100A,220-0010
20036990,BRACKET ASSY,BRACKET ASSY,支架总成,31.18,Рулевое управление,,TR100A,220-0010
20036993,,PLATE,压板,,,,TR100A,250-0020
20036994,pipe clamp,CLAP 注：A,管夹,19.19,,,TR100A,120-0190 250-0020
20036995,,CLIP,管夹,,,,TR100A,250-0020
20036996,,CLIP,管夹,,,,TR100A,250-0020
20037023,,BRACKET,导轨支架,,,,TR100A,250-0020
20037470,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,1903.21,Гидравлическая система,,TR100A,210-0052
20037471,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,1716.13,Гидравлическая система,,TR100A,210-0052
20037592,,CLAMP,卡子,,,,TR100A,270-0020
20038063,COVER ASSY - PTO MACHINING HOUSING,PTO HOUSING ASSY,,12451.81,,,TR100A,110-0130
20038237,SAFETY MARK,LABEL ATTENTION,安全标志,1.11,,,TR100A,290-0010
20038241,SAFETY MARK,LABEL ATTENTION,安全标志,1.11,,,TR100A,290-0010
20038243,SAFETY MARK,LABEL ATTENTION,安全标志,1.11,,,TR100A,290-0010
20038304,Turn / side marker lamps,SIDE MARKER LAMP,转向/示宽灯,265.03,Электрооборудование,,TR100A,190-0100
20038305,Steering / side position lamp,SIDE POSITION LAMP,转向/侧位灯,254.24,,,TR100A,190-0100
20038345,Oil bowl shell,BAFFLE FIXED- SECTION,,426.93,,,TR100A,110-0130
20038363,PTO assembly,PTO POWER-TAKEOFF ASSY,,69797.0,,,TR100A,110-0130
20039741,Rear window glass,GLASS-REAR,后窗玻璃,719.55,,,TR100A,260-0010
20039766,Плафон кабины,WORK INDICATOR LIGHT,工作指示灯,2170.95,,,TR100A,210-0360
20039789,·OIL-DRAIN-VALVE-,PLUG,堵,23.02,,,TR100A,180-0030 180-0050
20039811,RATING---,DECAL SERIAL,标牌,81.49,,,TR100A,290-0010
20039865,,MIRROR COVER-LH,左后视镜护罩,,,,TR100A,100-0070
20039866,,MIRROR COVER-LH,右后视镜护罩,,,,TR100A,100-0070
20039895,BRACKET,TWISTED BRACKET,扭曲支架,233.85,,,TR100A,210-0061
20040007,,BEND PLATE,弯板,,,,TR100A,190-0320
20040011,BOARD,BOARD,板,28.5,,,TR100A,300-0030
20040036,,CLOTHES HOOK,挂钩,,,,TR100A,260-0010
20040065,BOARD,BOARD,板,28.5,,,TR100A,300-0030
20040080,COVER PLATE,COVER,盖板,121.31,,,TR100A,230-0040
20040113,Cover plate assembly,COVER,盖板总成,157.25,,,TR100A,230-0040
20041074,SHUTTER,LENS-WINDOWS SHADES,百叶窗灯罩,9.54,,,TR100A,260-0080
20041195,DECAL-MAINTENANCE,DECAL SERVICE,维修保养卡,7.2,,,TR100A,290-0010
20041205,lock washer,NL8 LOCKWASHER,,4.8,,,TR100A,110-0130
20041210,,JOINT,变径接头,,,,TR100A,300-0030
20041218,CAIDAN JOINT,CARDAN JOINT,万向节,1620.02,,,TR100A,300-0030
20041393,BEND PLATE ASS,BEND PLATE ASSY,弯板总成,164.3,,,TR100A,100-0070
20041396,BEND PLATE ASS,BEND PLATE ASSY,弯板总成,117.53,,,TR100A,100-0070
20041482,BRACKET,BRACKET,支架,167.9,,,TR100A,210-0061
20041495,,COOPER TUBE,铜管,,,,TR100A,210-0020
20041576,battery,BATTERY,电瓶,1162.07,Электрооборудование,,TR100A,190-0080
20041612,PLATE ASSY,PLATE ASSY REAR MIRROR ASSY,板总成,157.1,,,TR100A,100-0070
20041643,rock ejector assy,BAR,,839.48,,,TR100A,270-0080
20041684,BRACKET,BRACKET,支架,121.12,,,TR100A,270-0020
20041685,EXHAUST PIPE,CONNECTOR-TUBE,连接管,526.47,,,TR100A,270-0020
20041701,THERMAL SLEEVE,THERMAL SLEEVE,排气管隔热套,402.95,,,TR100A,270-0020
20041703,THERMAL SLEEVE,THERMAL SLEEVE,排气管隔热套,617.61,,,TR100A,270-0020
20041704,SHOCK PAD,SHOCK PAD,减震垫,167.9,,,TR100A,110-0030
20041867,PLATE,BOARD,板,30.29,,,TR100A,300-0030
20041885,HARNESS,CABLE,测压线,978.5,Электрооборудование,,TR100A,300-0030
20041886,NIPPLE,LUMP,测压块,138.2,Электрооборудование,,TR100A,300-0030
20042011,HARNESS Assmenbly,CABLE A SSY,电源负极电缆总成,739.94,Электрооборудование,,TR100A,190-0070
20042012,HARNESS Assmenbly,CABLE A SSY,电源负极电缆总成,763.92,Электрооборудование,,TR100A,190-0070
20042022,CONDESNOR,CONDENSER,冷凝器,4352.81,Кабина,,TR100A,260-0145
20042024,CONDENSOR-AIR DONDITIONER,COMPRESSOR-134A,压缩机,4700.22,,,TR100A,260-0145
20042062,SWITCH -RISER,SWITCH-RISER,升降器开关,57.54,Кабина,,TR100A,260-0030
20042063,Lifter harness,CABLE,升降器线束,171.49,,,TR100A,260-0030
20042064,ELCE.-SAFEGUARD--,CIIRCUIT PROTECTOR,电路保护器,241.66,Кабина,,TR100A,260-0030
20042123,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,4604.77,Гидравлическая система,,TR100A,210-0052
20042124,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,5074.44,Гидравлическая система,,TR100A,210-0052
20042215,,BRACKET-RADIO,收音机支架,,,,TR100A,260-0010
20042527,,PLATE,压板,,,,TR100A,190-0080
20042528,,PAD,防滑垫,,,,TR100A,190-0080
20042535,,CABLE1,线束1,,,,TR100A,190-0320
20042536,,CABLE2,线束2,,,,TR100A,190-0320
20042538,Жгут проводов дисплея,CABLE4,线束4,98.0,,,TR100A,190-0320
20042628,EXHAUST,MUFFLER ASSY,消声器总成,5752.8,,,TR100A,270-0020
20042718,CABLE,CABLE A SSY,电源负极电缆总成,146.31,,,TR100A,190-0070
20042727,header tank,HEADER TANK,,1956.46,,,TR100A,210-0040
20042830,CABLE ASSY,CABLE A SSY,电缆总成,249.44,Электрооборудование,,TR100A,190-0070
20042833,,PLATE,弯板,,,,TR100A,190-0320
20042839,,GROMMET,护线圈,,,,TR100A,190-0320
20042880,HOOD ASS,ENGINE HOOD,,2535.21,,,TR100A,100-0040
20042973,COVER ISOLATOR,COVER ASSY,盖板总成,65.96,,,TR100A,190-0070
20042976,,BATTERY CASE,电瓶箱总成,,,,TR100A,190-0080
20042980,CABLE,CABLE A SSY,电源负极电缆总成,237.45,Электрооборудование,,TR100A,190-0070
20042984,CABLE ASSY,CABLE A SSY,电源负极电缆总成,183.49,Электрооборудование,,TR100A,190-0070
20043566,CABLE,CABLE A SSY,电缆总成,303.41,Электрооборудование,,TR100A,190-0070
20043707,,BEND PLATE,弯板,,,,TR100A,100-0090
20043708,,BEND PLATE,弯板,,,,TR100A,100-0090
20043746,PLATE,PLATE,,123.52,,,TR100A,100-0040
20043750,BASE PLATE ASS,BASE PLATE ASSY,,598.43,,,TR100A,100-0040
20043755,BAFFLE ASS,BAFFLE ASSY,,1393.53,,,TR100A,100-0040
20043757,BRACKET RH,BRACKET -RH,,103.14,,,TR100A,100-0040
20043783,,PLATE,板,,,,TR100A,100-0090
20043814,rear bracket assy,BRACKET ASSY,,3073.68,,,TR100A,120-0010
20044089,ROD-PISTON,PISTON ROD,,4605.12,,,TR100A,220-0120
20044090,STEERING CYLINDER ASSY,STEERING CYLINDER TUBE ASSY,,17168.46,,,TR100A,220-0120
20044118,,COVER PLATE,盖板,,,,TR100A,260-0011
20044131,EXHAUST PIPE,EXHAUST TUBE,排气管,737.2,,,TR100A,270-0020
20044253,rediator,RADIATOR ASSY,散热器总成,64045.41,,,TR100A,210-0020
20044258,trunnion assembly,TRUNNION ASSY,,4039.07,,,TR100A,120-0010
20044299,FAN,FAN,风扇,12227.55,,,TR100A,110-0030
20044303,bracket assy,BRACKET ASSY,,579.24,,,TR100A,110-0060
20044309,DOOR SSSY-LH,DOOR ASSY LH,左门总成,7694.39,,,TR100A,260-0010 260-0030
20044310,,DOOR WELDMENT-LH,左门焊接总成,,,,TR100A,260-0030
20044311,,SLIDE RAIL ASSY-UPPER,左门上型材总成,,,,TR100A,260-0030
20044312,,SLIDE RAIL ASSY -LOWER,左门下型材总成,,,,TR100A,260-0030
20044313,,BRACKET RISER,升降器支架,,,,TR100A,260-0030
20044314,Elevator assembly,LIFTER ASSY,升降器总成,803.5,Кабина,,TR100A,260-0030
20044315,,BEND PLATE,弯板,,,,TR100A,260-0030
20044316,,ARM-SLIDING,滑道总成,,,,TR100A,260-0030
20044317,,GLASS SUPPORT,左门玻璃托架,,,,TR100A,260-0030
20044318,,STOP BEAD,压条,,,,TR100A,260-0030
20044319,,SEAL,密封条,,,,TR100A,260-0030
20044320,,SEAL,密封条,,,,TR100A,260-0030 260-0040
20044321,,SEAL,密封条,,,,TR100A,260-0030 260-0040
20044322,,SEAL,密封条,,,,TR100A,260-0030 260-0040
20044323,,SEAL,密封条,,,,TR100A,260-0030
20044324,Interior trim panel of left door,TRIM-LH,左门内饰板,901.84,,,TR100A,260-0030
20044325,,FILE PACKET,文件袋,,,,TR100A,260-0030
20044326,,TRAY,储物盒,,,,TR100A,260-0030 260-0040
20044327,,BEND PLATE,弯板,,,,TR100A,260-0030
20044328,,BEND PLATE,弯板,,,,TR100A,260-0030
20044329,,HANDRAIL BRACKET,杆,,,,TR100A,260-0030 260-0040
20044331,,DOOR ASSY RH,右门总成,,,,TR100A,260-0010 260-0040
20044332,,DOOR WELDMENT-RH,左门焊接总成,,,,TR100A,260-0040
20044334,,TRIM PLATE-LH,右门内饰板,,,,TR100A,260-0040
20044335,,TRAY,储物盒,,,,TR100A,260-0040
20044336,,BEND PLATE,弯板,,,,TR100A,260-0040
20044337,Right front glass,GLASS-RIGHT FRONT,右前玻璃,636.8,,,TR100A,260-0040
20044338,Right rear glass,GLASS-RIGHT REAR,.右后玻璃,636.8,,,TR100A,260-0040
20044339,,SEAL,密封条,,,,TR100A,260-0040
20044340,,CATCH-WINDOW,锁钩,,,,TR100A,260-0040
20044341,,CATCH-WINDOW,锁扣,,,,TR100A,260-0040
20044343,,BENT PLATE,弯板,,,,TR100A,260-0011
20044344,,PLATE,板,,,,TR100A,260-0011
20044345,,COVER PLATE,盖板,,,,TR100A,260-0011
20044346,,COVER PLATE,盖板,,,,TR100A,260-0011
20044347,,SAUCER,杯托,,,,TR100A,260-0011
20044348,,ASHTRAY,烟灰缸,,,,TR100A,260-0011
20044349,,WINDOW SLIDING-RH,左门窗型材总成,,,,TR100A,260-0040
20044361,,PLATE,弯板,,,,TR100A,210-0050
20044377,,ROD TIE,转向拉杆,,,,TR100A,220-0190
20044417,,BRACKET,支架总成,,,,TR100A,250-0020
20044421,Lock assembly,STRIKER ASSY,锁柱总成,98.34,,,TR100A,260-0010
20044423,"·MECHANISM -
RISER （DOUBLE
ARM）",ARM-SLIDING,升降器机构,778.62,Кабина,,TR100A,260-0030
20044425,,BRACKET-CONDENSER,冷凝器支架,,,,TR100A,260-0145
20044446,BRACKET,BRACKET,,874.22,Гидравлическая система,,TR100A,200-0010
20044465,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,2724.98,Гидравлическая система,,TR100A,210-0052
20044473,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,3144.79,Гидравлическая система,,TR100A,210-0052
20044474,TUBE ASSY,TUBE ASSY,䫘㇗ᙱᡆ,589.68,Гидравлическая система,,TR100A,210-0052
20044476,HOSE,SILICONE HOSE,硅胶管,367.07,Гидравлическая система,,TR100A,210-0050
20044556,TUBE ASSY,TUBE ASSY,䫘㇗ᙱᡆ,640.22,Гидравлическая система,,TR100A,210-0052
20044570,hose,HOSE ASSY,软管总成,1520.89,Гидравлическая система,,TR100A,230-0020
20044571,hose,HOSE ASSY,软管总成,5572.91,Гидравлическая система,,TR100A,230-0020
20044574,EXHAUST FLEX ASSY,TUBE-FLEXIBLE,柔性管,862.62,,,TR100A,270-0020
20044575,BLANKET-EXHAUST,THERMAL SLEEVE,排气管隔热套,926.35,,,TR100A,270-0020
20044576,BLANKET-EXHAUST,THERMAL SLEEVE,排气管隔热套,926.35,,,TR100A,270-0020
20044577,EXHAUST TUBE,EXHAUST TUBE,排气管,534.64,,,TR100A,270-0020
20044578,BRACKET,BRACKET,支架,377.93,,,TR100A,270-0020
20044579,BLANKET-EXHAUST,THERMAL SLEEVE,排气管隔热套,727.61,,,TR100A,270-0020
20044580,BLANKET-EXHAUST,THERMAL SLEEVE,排气管隔热套,1052.33,,,TR100A,270-0020
20044581,BLANKET-EXHAUST,THERMAL SLEEVE,排气管隔热套,661.37,,,TR100A,270-0020
20044634,HOSE ASSY,HOSE ASSY,软管总成,5348.04,Гидравлическая система,,TR100A,210-0061
20044635,HOSE ASSY,HOSE ASSY,软管总成,4526.13,Гидравлическая система,,TR100A,210-0061
20044650,PAD,PLANT,෡ᶵ,20.39,,,TR100A,210-0052
20044676,FRAME_COMPLATED_ASSY,CHASSIS,䖜ᷬ,538125.0,,,TR100A,100-0010
20044841,MOUNT SHOCK,MOUNT SHOCK,减震垫,176.29,,,TR100A,100-0070
20044843,PLAIN WASHER,PLAIN WASHER WIDE-ANGLE,平垫圈,3.6,,,TR100A,100-0070
20045350,exhaust pipe,EXHAUST TUBE,排气管,231.46,,,TR100A,270-0020
20045598,,WINDOW GLASS-LH,左门玻璃,,,,TR100A,260-0030
20045610,,O RONG,密封圈,,,,TR100A,260-0130
20045611,,O RONG,密封圈,,,,TR100A,260-0130
20045612,,O RONG,密封圈,,,,TR100A,260-0130
20045613,,RING SEALING,过孔胶圈,,,,TR100A,260-0130
20045956,BRACKET,BRACKET,支架,213.92,,,TR100A,110-0140
20046630,INSPIRATOR,VENT,呼吸器,10306.57,,,TR100A,200-0011
20046631,FLANGE COUPLING,FLANGE NIPPLE,法兰及接头,5777.88,,,TR100A,200-0011
20046688,pipe1,TUBE ASSY,管总成,381.36,,,TR100A,210-0050
20046794,КОНТРОЛЛЕР,AVM CONTROLLER,控制器,4650.4,,,TR100A,190-0320
20046989,,FRESH AIR VENT,新风门,,,,TR100A,260-0130
20046990,,FRESH AIR COVER PLATE,新风盖板,,,,TR100A,260-0130
20046991,·PERFORMER,PERFORMER,执行器,447.44,,,TR100A,260-0130
20046994,·WATER VALVE ASSY,WATER VALVE ASSY,电控水阀,582.97,Кабина,,TR100A,260-0140
20048526,REAR MIRROR,MIRROR,广角镜,95.94,,,TR100A,100-0070
20049472,WASHER,SHIM,,29.06,,,TR100A,270-0080
20049522,,SUPPORT-FILTER,滤芯壳,,,,TR100A,260-0010
20049700,,PRESSURE SWITCH,压力开关,,,,TR100A,300-0100
20049747.,,"B.THIS CONTAINS BATTERY(20020663),RAPLACEMENT CYCLE IS YEAR.",,,,,TR100A,300-0100
20049790,RIGHT BRACKET ASSY,BRACKET ASSY RH,右支架总成,170.29,,,TR100A,100-0070
20049912,PLATE ASSY,PLATE ASSY,板总成,1465.48,,,TR100A,100-0070
20049920,PLATE ASSY,PLATE ASSY,板总成,1364.75,,,TR100A,100-0070
20049925,PLATE ASSY,PLATE ASSY,板总成,1455.89,,,TR100A,100-0070
20049926,BEND PLATE,BEND PLATE,弯板,224.26,,,TR100A,100-0070
20050000,BUSH,ADAPTOR,接头,7.2,,,TR100A,120-0190 250-0020
20050001,,ADAPTOR,接头,,,,TR100A,250-0020
20050002,,ADAPTOR,接头,,,,TR100A,250-0020
20050003,CONNECTOR,ADAPTOR,接头,22.79,Рулевое управление,,TR100A,220-0010 250-0020
20050004,CONNECTOR,ADAPTOR,接头,32.38,Рулевое управление,,TR100A,220-0010
20050017,,ELBOW,弯头,,,,TR100A,250-0020
20050034,O RING,O RING,O型圈,24.98,,,TR100A,230-0040
20050048,,ELBOW,弯头,45.57,,,TR100A,260-0140
20050060,Пружинный хомут,CLIP,夹子,44.85,,,TR100A,210-0050
20050630,O-ring,O -RING,ශാ,46.77,,,TR100A,210-0052
20051057,,TEE,三通,,,,TR100A,110-0140
20055038,COVER PLATE,COVER,盖板,134.32,,,TR100A,100-0070
20055050,Ступень левая,STEP ASSY LH,左扶梯总成,2062.19,,,TR100A,100-0090
20055055,,STEP ASSY RH,右扶梯总成,,,,TR100A,100-0090
20055056,ARM-SCREENWIPER,WIPER ARM,雨刷臂,208.2,,,TR100A,260-0010
20055057,ROD ASSY,ROD ASSY,连杆总成,3862.61,,,TR100A,260-0010
20055138,,CABLE TEE,线缆三通,,,,TR100A,300-0100
20055160,,HANDRAIL ASSY LH,左扶手总成,,,,TR100A,100-0090
20055161,,HANDRAIL ASSY RH,右扶手总成,,,,TR100A,100-0090
20055252,,TRIM-ROOF,顶棚,,,,TR100A,260-0010
20055253,,TRIM-REAR,后围,,,,TR100A,260-0010
20055254,,TRIM-APILLAR LH,左A 柱护板,,,,TR100A,260-0010
20055255,,TRIM-APILLAR RH,右A 柱护板,,,,TR100A,260-0010
20055256,,SOUND PROOF,后地板隔音片,,,,TR100A,260-0010
20055257,,SOUND PROOF,前地板隔音片,,,,TR100A,260-0010
20055258,,SOUND PROOF,前围隔音片,,,,TR100A,260-0010
20055259,,FIXATION,隔音片压板,,,,TR100A,260-0010
20055261,,DOOR ASSY,新风门总成,,,,TR100A,260-0010
20055263,,SEAL BULK,密封条,,,,TR100A,260-0010
20055264,,CAP,装饰帽,,,,TR100A,260-0010
20055265,,CAP,装饰帽,,,,TR100A,260-0010
20055267,HARNESS,HARNESS,空调线束,619.01,,,TR100A,260-0010
20055277,,NOZZLE,喷嘴,,,,TR100A,260-0010
20055399,,PLATE,板,,,,TR100A,100-0090
20055455,BEND PLATE ASSY,BEND PLATE ASSY,弯板总成,645.2,,,TR100A,100-0070
20055505,PLATFORM ASSY RH,PLATFORM ASSY RH,右平台总成,7675.2,,,TR100A,100-0070
20055510,BEND PLATE ASSY,BEND PLATE ASSY CROSSMEMBER,弯板总成,678.78,,,TR100A,100-0070
20055516,EVAPORATOR,EVAPORATOR,蒸发器,1352.75,,,TR100A,260-0130
20055517,MARIX-HEATER,HEATER,换热器,1404.32,,,TR100A,260-0130
20055518,,SUPPORT FRAME-FILTER,回风网盖,,,,TR100A,260-0130
20055519,,FAN PLATE,风机板,,,,TR100A,260-0130
20055520,,SUPPORT,两器托盘,,,,TR100A,260-0130
20055521,,BOX,箱体,,,,TR100A,260-0130
20055522,,COVER PLATE FR,前盖板,,,,TR100A,260-0130
20055523,,DRIVER VENT,吹人风门,,,,TR100A,260-0130
20055524,,DEFROST VENT,除霜风门,,,,TR100A,260-0130
20055525,,VENT COVER,出风口盖板,,,,TR100A,260-0130
20055526,,EXPANSION VALVE BRACKET,膨胀阀固定板,,,,TR100A,260-0130
20055527,,VENT BRACKET,风门固定耳,,,,TR100A,260-0130
20055528,LTER ELEMENT -RETURN,FILTER ELEMENT- RETURN,回风滤芯,34.78,,,TR100A,260-0130
20055530,,HOSE-BULK,风管,,,,TR100A,260-0130
20055532,,HOSE-BULK,风管,,,,TR100A,260-0130
20055533,,HOSE-BULK,风管,,,,TR100A,260-0130
20055534,,HOSE-BULK,风管,,,,TR100A,260-0130
20055538,,HOODSIDE-LH,左护罩侧板总成,,,,TR100A,100-0090
20055539,PLATE-SIDE ASSY RH,HOODSIDE-RH,右护罩侧板总成,191.88,,,TR100A,100-0090
20055540,HANDRAIL ASSY LH,HANDRAIL ASSY LH REAR MIRROR ASSY,左护栏总成,2334.94,,,TR100A,100-0070
20055542,COVER ASSY,COVER ASSY,盖板总成,1403.12,,,TR100A,100-0070
20055545,PLATFORM ASSY LH,PLATFORM ASSY LH,左平台总成,2458.46,,,TR100A,100-0070
20055551,CROSSMEMBER FRONT ASSY,ASSY FRONT,前横梁总成,8187.28,,,TR100A,100-0070
20055552,CROSSMEMBER ASSY REAR,ASSY REAR,后横梁总成,9501.66,,,TR100A,100-0070
20055553,PLATE ASSY LH,PLATE ASSY LH,左弯板总成,237.45,,,TR100A,100-0090
20055554,,PLATE ASSY RH,右弯板总成,,,,TR100A,100-0090
20055573,,PLATE ASSY LH,左弯板总成,,,,TR100A,100-0090
20055574,,PLATE ASSY RH,右弯板总成,,,,TR100A,100-0090
20055577,HANDRAIL ASSY RH,HANDRAIL ASSY RH,右护栏总成,6988.03,,,TR100A,100-0070
20055581,BEND PLATE,BEND PLATE,弯板,229.06,,,TR100A,100-0070
20055590,,PLATE ASSY,板总成,,,,TR100A,100-0140
20055591,,MUD FLAP,梯挡泥板,,,,TR100A,100-0140
20055594,,PLATE ASSY,板总成,,,,TR100A,100-0140
20055624,,BEND PALTE ASSY LH,左弯板总成,,,,TR100A,100-0140
20055625,,BEND PALTE ASSY RH,右弯板总成,,,,TR100A,100-0140
20056167,PLATE,PLATE,压板,10.79,,,TR100A,100-0090
20056583,OIL-WATER SEPARATOR,WATER SEPARATOR,油水分离器,14182.42,,,TR100A,200-0040
20057500,DISC BRAKE OIL COOLER,DISC BRAKE OIL COOLER,盘制动油冷器,47338.16,,,TR100A,210-0050
20057642,gasket,GASKET,衬垫,32.38,,,TR100A,210-0050
20058175,,HAND STARTER,电子手启动器,,,,TR100A,300-0100
20058176,,HAND STARTER BRACKET,电子手启动器支架,,,,TR100A,300-0100
20058178,,0.91m POWER LINE,带保险供电线,,,,TR100A,300-0100
20058179,блок пожарной системы,CONTROLLER,控制器,23728.17,,,TR100A,300-0100
20058180,TEE,CIRCUIT TEE,检测电路三通,3125.76,,,TR100A,300-0100
20059253,,Left rearview mirror assembly,左后视镜总成,,,,TR100A,200-0061
20059254,,Right rearview mirror assembly,右后视镜总成,,,,TR100A,200-0061
20059296,bracket assy,BRACKET ASSY.,支架总成,2728.29,,,TR100A,210-0050
20059300,tube assy.,TUBE ASSY,管总成,891.82,Cummins,,TR100A,210-0050
20059441,BEND PLATE LH,BEND PLATE LH,左弯板,102.08,,,TR100A,100-0090
20059442,BEND PLATE RH,BEND PLATE RH,右弯板,102.08,,,TR100A,100-0090
20059443,RUBBER PLATE,RUBBER STRIP,橡胶板,84.71,,,TR100A,100-0090
20059468,Heat Exchanger-trans.,HEAT EXCHANGER-TRANS.,传动箱油冷器,43688.68,,,TR100A,210-0050
20059473,,BRACKET ASSY.,支架总成,,,,TR100A,210-0050
20059536,bracket assy,BRACKET ASSY,,289.02,,,TR100A,210-0052
20059698,hood,GUARD-ENGINE,ਇ,3678.1,,,TR100A,100-0010
20060082,,ASSY COMPLETE ROT ARY,转向泵,,,,TR100A,220-0050
20060237,,SEAT ASSY -INSTRUCTOR,乘员座椅总成,,,,TR100A,260-0110
20060238,,SEAT INSTRUCTOR,乘员座椅,,,,TR100A,260-0110
20060239,,LAPBELT,安全带,,,,TR100A,260-0110
20060241,,SEAT BASE,座椅基座,,,,TR100A,260-0110
20060249,,BRACKET,支架,,,,TR100A,260-0130
20060261,,BRACKET,支架,,,,TR100A,210-0050
20060619,Насос подъема кузова,PUMP ASSEMBLY,泵总成,10031.13,,,TR100A,230-0050
20060620,Сдвоенный насос TR100,PUMP ASSEMBLY,泵总成,16894.18,,,TR100A,250-0055
20060840,bracket assy.,BRACKET ASSY.,支架总成,195.48,,,TR100A,210-0050
20060844,tube assy.,TUBE ASSY,管总成,858.12,,,TR100A,210-0061
20060845,tube assy.,TUBE ASSY,管总成,1026.6,,,TR100A,210-0061
20060847,tube assy.,TUBE ASSY,管总成,776.48,,,TR100A,210-0050
20060849,tube assy.,TUBE ASSY,管总成,930.7,,,TR100A,210-0050
20060850,tube,TUBE,管,776.48,,,TR100A,210-0050
20060852,tube assy.,TUBE ASSY,管总成,1095.52,,,TR100A,210-0050
20060854,tube assy.,TUBE ASSY,管总成,1060.09,,,TR100A,210-0050
20060855,bracket assy,BRACKET ASSY.,支架总成,1945.15,,,TR100A,210-0050
20060856,Патрубок,SILICONE HOSE,硅胶管,400.0,,,TR100A,210-0050
20060858,bracket assy.,BRACKET ASSY.,支架总成,224.8,,,TR100A,210-0050
20060859,bracket assy.,BRACKET ASSY.,支架总成,224.8,,,TR100A,210-0050
20060861,TUBE ASSY,TUBE ASSY,䫘㇗ᙱᡆ,545.66,,,TR100A,210-0052
20060862,TUBE ASSY,TUBE ASSY,䫘㇗ᙱᡆ,555.25,,,TR100A,210-0052
20060863,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,3244.5,,,TR100A,210-0052
20060864,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,2715.01,,,TR100A,210-0052
20060865,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,2087.28,,,TR100A,210-0052
20060866,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,2153.4,,,TR100A,210-0052
20060867,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,2609.77,,,TR100A,210-0052
20060868,HOSE ASSY,HOSE ASSY,䖥㇗ᙱᡆ,3011.88,,,TR100A,210-0052
20060869,BLOCK,BLOCK,ཐ䐥ඍ,1259.11,,,TR100A,210-0052
20061165,,SHIELD,⏨փ䇗ᣚ㖟,,,,TR100A,200-0010
20061801,bracket assy.,BRACKET ASSY.,支架总成,230.24,,,TR100A,210-0050
20061845,Контроллер,CONTROLLER,控制器总成,23885.55,,,TR100A,260-0080
20061888,комбинация приборов,INSTRUMENT,液晶仪表,12482.54,,,TR100A,260-0080
20061891,Переключатель CAN-шины,CAN CAN BUS SWITCH,总线开关,1248.0,,,TR100A,260-0080
20061892,Переключатель CAN-шины,CAN CAN BUS SWITCH,总线开关,1248.0,,,TR100A,260-0080
20062061,,BRACKET,支架,,,,TR100A,210-0050
20062269,,PLATE,板,,,,TR100A,100-0270
20062270,,HEATER MTG BRACKET,加热器安装架,,,,TR100A,100-0270
20062274,,HEATER,加热器,,,,TR100A,100-0270
20062275,,SWITCH,开关,,,,TR100A,100-0270
20062276,,AIR PIPE,进气管,,,,TR100A,100-0270
20062278,,EXHAUST PIPE,排气管,,,,TR100A,100-0270
20062281,,FUEL HOSE,油管,,,,TR100A,100-0270
20062282,,FUEL PUMP,油泵,,,,TR100A,100-0270
20062342,Дисплей жидкокристалический,DISPLAY,显示器,25224.64,,,TR100A,260-0080
20062797,,STEERING COLUM N ASSEMBLY,转向柱总成,,,,TR100A,220-0230
20062798,,COLUMN ASSY,转向立柱,,,,TR100A,220-0230
20062799,Вал рулевой колонки,SHAFT,连接轴,2480.4,,,TR100A,220-0230
20062807,,SCREEN,风口,,,,TR100A,100-0270
20062810,,DASHBOARD ASSY,仪表台总成,,,,TR100A,260-0010
20062811,,SHIELD-STRCOL,转向柱护罩,,,,TR100A,260-0010
20062812,,SHIELD ASSY-A/C,空调护罩总成,,,,TR100A,260-0010
20062813,,SHIELD-A/C,空调护罩,,,,TR100A,260-0010
20062814,,FILTER,滤网,,,,TR100A,260-0010
20062815,,COVER ASSY,检修盖总成,,,,TR100A,260-0010
20062819,Радио,RADIO,收音机,773.36,Электрооборудование,,TR100A,190-0300
20062828,,DASHBOARD,仪表台本体,,,,TR100A,260-0010
20062829,,BASE SEAL,密封垫,,,,TR100A,100-0270
20062830,,HEATER HARNESS,加热器线束,,,,TR100A,100-0270
20062831,,PUMP HARNESS,油泵线束,,,,TR100A,100-0270
20062832,Топливный фильтр отопителя,FILTER,油滤,112.64,Фильтр,,TR100A,100-0270
